14.9818 0.0011
16 0.00055
16.9455 0.00825
17.9636 0.022
18.9818 0.04345
20 0.0649
20.9455 0.0869
21.9636 0.1188
22.9818 0.2068
24 0.2893
24.9455 0.3916
25.9636 0.52635
26.9818 0.66275
28 0.7568
28.9455 0.891
29.9636 0.9548
30.9818 1.0714
32 1.09725
32.9455 1.06315
33.9636 1.0065
34.9818 0.9603
36 0.79475
36.9455 0.73645
37.9636 0.58685
38.9818 0.47025
40 0.30635
40.9455 0.23485
41.9636 0.16225
42.9818 0.09735
44 0.0627
44.9455 0.0319
45.9636 0.02145
46.9818 0.0099
48 0.0055
48.9455 0.00275
49.9636 0.0011
50.9818 0.00165
